image_id,xmin,ymin,xmax,ymax,label
sunhl-1th-09-Jan-2017-212 B AP.jpg,290.0,1156.0,486.0,1278.0,2
sunhl-1th-09-Jan-2017-212 B AP.jpg,274.0,1315.0,480.0,1412.0,2
sunhl-1th-09-Jan-2017-212 B AP.jpg,274.0,1461.0,467.0,1560.0,2
sunhl-1th-09-Jan-2017-212 B AP.jpg,273.0,1611.0,493.0,1691.0,2
sunhl-1th-09-Jan-2017-212 C AP.jpg,240.0,103.0,377.0,202.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,276.0,151.0,415.0,265.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,340.0,198.0,484.0,323.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,406.0,250.0,568.0,391.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,487.0,350.0,652.0,484.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,534.0,446.0,700.0,567.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,556.0,562.0,731.0,630.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,568.0,649.0,735.0,728.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,535.0,732.0,688.0,848.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,466.0,811.0,629.0,955.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,382.0,937.0,565.0,1072.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,332.0,1083.0,494.0,1198.0,1
sunhl-1th-09-Jan-2017-212 C AP.jpg,304.0,1233.0,477.0,1333.0,2
sunhl-1th-09-Jan-2017-212 C AP.jpg,292.0,1377.0,466.0,1471.0,2
sunhl-1th-09-Jan-2017-212 C AP.jpg,281.0,1514.0,474.0,1609.0,2
sunhl-1th-09-Jan-2017-212 C AP.jpg,290.0,1653.0,518.0,1751.0,2
sunhl-1th-09-Jan-2017-212 C AP.jpg,308.0,1792.0,527.0,1883.0,2
sunhl-1th-09-Jan-2017-214 A AP.jpg,382.0,123.0,563.0,190.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,386.0,184.0,565.0,255.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,412.0,251.0,564.0,319.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,430.0,326.0,572.0,398.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,453.0,429.0,583.0,509.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,456.0,544.0,587.0,626.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,434.0,672.0,581.0,772.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,447.0,814.0,600.0,906.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,466.0,922.0,613.0,1033.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,481.0,1049.0,637.0,1173.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,501.0,1186.0,681.0,1305.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,521.0,1330.0,712.0,1449.0,1
sunhl-1th-09-Jan-2017-214 A AP.jpg,510.0,1486.0,713.0,1615.0,2
sunhl-1th-09-Jan-2017-214 A AP.jpg,457.0,1639.0,665.0,1776.0,2
sunhl-1th-09-Jan-2017-214 A AP.jpg,400.0,1780.0,602.0,1922.0,2
sunhl-1th-09-Jan-2017-214 A AP.jpg,313.0,1931.0,547.0,2082.0,2
sunhl-1th-09-Jan-2017-214 A AP.jpg,260.0,2084.0,506.0,2257.0,2
sunhl-1th-09-Jan-2017-214 C AP.jpg,319.0,61.0,494.0,143.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,336.0,136.0,511.0,215.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,371.0,219.0,520.0,308.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,401.0,324.0,526.0,398.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,426.0,430.0,539.0,522.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,414.0,564.0,535.0,657.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,421.0,694.0,559.0,798.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,442.0,812.0,590.0,934.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,452.0,928.0,627.0,1067.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,498.0,1047.0,694.0,1201.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,550.0,1172.0,754.0,1317.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,588.0,1330.0,794.0,1456.0,1
sunhl-1th-09-Jan-2017-214 C AP.jpg,586.0,1487.0,797.0,1624.0,2
sunhl-1th-09-Jan-2017-214 C AP.jpg,541.0,1604.0,735.0,1785.0,2
sunhl-1th-09-Jan-2017-214 C AP.jpg,455.0,1759.0,649.0,1931.0,2
sunhl-1th-09-Jan-2017-214 C AP.jpg,340.0,1876.0,559.0,2036.0,2
sunhl-1th-09-Jan-2017-214 C AP.jpg,230.0,2009.0,493.0,2216.0,2
sunhl-1th-09-Jan-2017-215 B AP.jpg,284.0,96.0,449.0,173.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,274.0,136.0,438.0,219.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,276.0,200.0,420.0,256.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,281.0,261.0,419.0,300.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,306.0,311.0,423.0,362.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,323.0,377.0,438.0,445.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,315.0,467.0,455.0,545.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,324.0,565.0,454.0,618.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,321.0,648.0,444.0,702.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,315.0,727.0,445.0,791.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,313.0,816.0,443.0,879.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,310.0,901.0,447.0,975.0,1
sunhl-1th-09-Jan-2017-215 B AP.jpg,302.0,995.0,442.0,1087.0,2
sunhl-1th-09-Jan-2017-215 B AP.jpg,270.0,1103.0,428.0,1197.0,2
sunhl-1th-09-Jan-2017-215 B AP.jpg,253.0,1238.0,420.0,1321.0,2
sunhl-1th-09-Jan-2017-215 B AP.jpg,261.0,1360.0,421.0,1435.0,2
sunhl-1th-09-Jan-2017-215 B AP.jpg,244.0,1482.0,433.0,1558.0,2
sunhl-1th-09-Jan-2017-215 C AP.jpg,274.0,73.0,422.0,143.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,274.0,160.0,419.0,225.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,284.0,231.0,417.0,301.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,316.0,296.0,427.0,366.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,309.0,386.0,441.0,458.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,298.0,475.0,441.0,548.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,297.0,563.0,434.0,626.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,289.0,653.0,426.0,714.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,284.0,735.0,423.0,803.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,260.0,825.0,416.0,911.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,250.0,924.0,405.0,1015.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,207.0,1036.0,380.0,1141.0,1
sunhl-1th-09-Jan-2017-215 C AP.jpg,211.0,1177.0,385.0,1249.0,2
sunhl-1th-09-Jan-2017-215 C AP.jpg,216.0,1267.0,396.0,1373.0,2
sunhl-1th-09-Jan-2017-215 C AP.jpg,223.0,1377.0,397.0,1479.0,2
sunhl-1th-09-Jan-2017-215 C AP.jpg,225.0,1492.0,390.0,1557.0,2
sunhl-1th-09-Jan-2017-215 C AP.jpg,225.0,1590.0,411.0,1660.0,2
sunhl-1th-09-Jan-2017-215 D AP.jpg,254.0,154.0,410.0,204.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,274.0,218.0,403.0,270.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,298.0,266.0,424.0,338.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,303.0,353.0,440.0,431.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,311.0,456.0,449.0,526.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,305.0,560.0,456.0,625.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,309.0,656.0,456.0,716.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,304.0,769.0,463.0,823.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,309.0,893.0,463.0,969.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,294.0,1017.0,453.0,1081.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,275.0,1153.0,426.0,1239.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,287.0,1283.0,451.0,1352.0,1
sunhl-1th-09-Jan-2017-215 D AP.jpg,289.0,1412.0,461.0,1465.0,2
sunhl-1th-09-Jan-2017-215 D AP.jpg,288.0,1533.0,456.0,1583.0,2
sunhl-1th-09-Jan-2017-215 D AP.jpg,267.0,1639.0,462.0,1705.0,2
sunhl-1th-09-Jan-2017-215 D AP.jpg,263.0,1775.0,459.0,1824.0,2
sunhl-1th-09-Jan-2017-215 D AP.jpg,243.0,1863.0,444.0,1919.0,2
sunhl-1th-09-Jan-2017-215 E AP.jpg,267.0,64.0,430.0,133.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,263.0,156.0,426.0,228.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,271.0,235.0,425.0,304.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,302.0,313.0,439.0,385.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,310.0,396.0,446.0,470.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,315.0,497.0,455.0,571.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,298.0,589.0,464.0,683.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,288.0,694.0,453.0,787.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,273.0,799.0,451.0,898.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,267.0,916.0,430.0,1009.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,259.0,1023.0,427.0,1136.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,234.0,1152.0,409.0,1262.0,1
sunhl-1th-09-Jan-2017-215 E AP.jpg,218.0,1283.0,396.0,1403.0,2
sunhl-1th-09-Jan-2017-215 E AP.jpg,214.0,1422.0,411.0,1554.0,2
sunhl-1th-09-Jan-2017-215 E AP.jpg,247.0,1590.0,443.0,1708.0,2
sunhl-1th-09-Jan-2017-215 E AP.jpg,261.0,1722.0,484.0,1826.0,2
sunhl-1th-09-Jan-2017-215 E AP.jpg,265.0,1855.0,491.0,1956.0,2
sunhl-1th-09-Jan-2017-215 G AP.jpg,257.0,64.0,442.0,195.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,297.0,172.0,465.0,285.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,353.0,277.0,495.0,388.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,374.0,383.0,532.0,483.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,372.0,478.0,547.0,570.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,375.0,590.0,569.0,703.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,389.0,702.0,558.0,804.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,375.0,812.0,555.0,922.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,357.0,940.0,516.0,1050.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,328.0,1059.0,504.0,1189.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,281.0,1190.0,473.0,1321.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,241.0,1329.0,444.0,1447.0,1
sunhl-1th-09-Jan-2017-215 G AP.jpg,261.0,1493.0,456.0,1608.0,2
sunhl-1th-09-Jan-2017-215 G AP.jpg,285.0,1664.0,484.0,1781.0,2
sunhl-1th-09-Jan-2017-215 G AP.jpg,294.0,1809.0,513.0,1901.0,2
sunhl-1th-09-Jan-2017-215 G AP.jpg,297.0,1935.0,522.0,2047.0,2
sunhl-1th-09-Jan-2017-215 G AP.jpg,265.0,2094.0,499.0,2214.0,2
sunhl-1th-09-Jan-2017-216 A AP.jpg,366.0,126.0,520.0,174.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,360.0,188.0,514.0,237.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,363.0,252.0,507.0,291.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,371.0,313.0,483.0,393.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,368.0,421.0,481.0,492.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,368.0,519.0,483.0,586.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,366.0,619.0,481.0,696.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,368.0,716.0,490.0,789.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,361.0,808.0,495.0,898.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,343.0,920.0,492.0,1010.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,339.0,1042.0,488.0,1122.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,328.0,1165.0,488.0,1257.0,1
sunhl-1th-09-Jan-2017-216 A AP.jpg,322.0,1303.0,486.0,1401.0,2
sunhl-1th-09-Jan-2017-216 A AP.jpg,322.0,1432.0,477.0,1520.0,2
sunhl-1th-09-Jan-2017-216 A AP.jpg,311.0,1569.0,469.0,1669.0,2
sunhl-1th-09-Jan-2017-216 A AP.jpg,271.0,1705.0,472.0,1818.0,2
sunhl-1th-09-Jan-2017-216 A AP.jpg,261.0,1849.0,450.0,1939.0,2
sunhl-1th-09-Jan-2017-216 B AP.jpg,288.0,155.0,441.0,219.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,300.0,220.0,439.0,276.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,306.0,296.0,443.0,361.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,321.0,377.0,440.0,456.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,325.0,483.0,449.0,565.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,324.0,582.0,467.0,682.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,324.0,688.0,473.0,769.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,331.0,774.0,477.0,870.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,336.0,901.0,472.0,991.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,335.0,1016.0,469.0,1109.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,312.0,1137.0,476.0,1237.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,310.0,1275.0,452.0,1353.0,1
sunhl-1th-09-Jan-2017-216 B AP.jpg,307.0,1409.0,446.0,1513.0,2
sunhl-1th-09-Jan-2017-216 B AP.jpg,292.0,1561.0,446.0,1659.0,2
sunhl-1th-09-Jan-2017-216 B AP.jpg,269.0,1711.0,445.0,1820.0,2
sunhl-1th-09-Jan-2017-216 B AP.jpg,244.0,1858.0,440.0,1977.0,2
sunhl-1th-09-Jan-2017-216 B AP.jpg,222.0,1996.0,430.0,2087.0,2
sunhl-1th-09-Jan-2017-217 A AP.jpg,460.0,60.0,607.0,133.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,443.0,150.0,593.0,238.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,425.0,249.0,571.0,351.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,396.0,344.0,547.0,457.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,357.0,448.0,518.0,563.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,301.0,547.0,473.0,668.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,258.0,652.0,431.0,752.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,250.0,763.0,403.0,871.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,242.0,885.0,427.0,1002.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,272.0,1008.0,474.0,1153.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,327.0,1128.0,546.0,1283.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,400.0,1237.0,623.0,1430.0,1
sunhl-1th-09-Jan-2017-217 A AP.jpg,469.0,1390.0,691.0,1565.0,2
sunhl-1th-09-Jan-2017-217 A AP.jpg,516.0,1564.0,737.0,1695.0,2
sunhl-1th-09-Jan-2017-217 A AP.jpg,521.0,1744.0,729.0,1889.0,2
sunhl-1th-09-Jan-2017-217 A AP.jpg,456.0,1900.0,704.0,2064.0,2
sunhl-1th-09-Jan-2017-217 A AP.jpg,379.0,2043.0,650.0,2216.0,2
sunhl-1th-09-Jan-2017-218 C AP.jpg,408.0,59.0,575.0,160.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,435.0,151.0,594.0,238.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,451.0,225.0,606.0,339.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,481.0,319.0,628.0,432.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,521.0,394.0,676.0,520.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,587.0,478.0,734.0,611.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,637.0,578.0,800.0,688.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,657.0,659.0,859.0,781.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,681.0,779.0,880.0,879.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,696.0,896.0,874.0,1010.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,653.0,985.0,858.0,1157.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,560.0,1085.0,766.0,1265.0,1
sunhl-1th-09-Jan-2017-218 C AP.jpg,457.0,1165.0,656.0,1365.0,2
sunhl-1th-09-Jan-2017-218 C AP.jpg,342.0,1266.0,550.0,1461.0,2
sunhl-1th-09-Jan-2017-218 C AP.jpg,222.0,1399.0,449.0,1572.0,2
sunhl-1th-09-Jan-2017-218 C AP.jpg,160.0,1550.0,399.0,1696.0,2
sunhl-1th-09-Jan-2017-218 C AP.jpg,133.0,1722.0,348.0,1856.0,2
sunhl-1th-09-Jan-2017-219 A AP.jpg,297.0,95.0,450.0,174.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,310.0,217.0,445.0,271.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,320.0,322.0,452.0,378.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,320.0,429.0,451.0,503.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,307.0,545.0,447.0,620.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,307.0,638.0,439.0,750.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,281.0,758.0,427.0,871.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,273.0,883.0,417.0,998.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,239.0,1004.0,395.0,1134.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,202.0,1137.0,371.0,1273.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,188.0,1293.0,363.0,1410.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,185.0,1436.0,375.0,1591.0,1
sunhl-1th-09-Jan-2017-219 A AP.jpg,208.0,1585.0,415.0,1757.0,2
sunhl-1th-09-Jan-2017-219 A AP.jpg,294.0,1722.0,497.0,1913.0,2
sunhl-1th-09-Jan-2017-219 A AP.jpg,379.0,1867.0,605.0,2064.0,2
sunhl-1th-09-Jan-2017-219 A AP.jpg,454.0,2046.0,674.0,2223.0,2
sunhl-1th-09-Jan-2017-219 A AP.jpg,481.0,2254.0,667.0,2370.0,2
sunhl-1th-09-Jan-2017-219 B AP.jpg,324.0,58.0,461.0,121.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,312.0,140.0,460.0,211.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,330.0,231.0,460.0,309.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,346.0,328.0,456.0,397.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,348.0,435.0,474.0,536.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,345.0,583.0,484.0,665.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,322.0,691.0,480.0,798.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,303.0,800.0,471.0,920.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,300.0,932.0,469.0,1053.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,254.0,1037.0,440.0,1187.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,220.0,1175.0,395.0,1321.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,185.0,1337.0,376.0,1458.0,1
sunhl-1th-09-Jan-2017-219 B AP.jpg,183.0,1487.0,380.0,1638.0,2
sunhl-1th-09-Jan-2017-219 B AP.jpg,203.0,1647.0,405.0,1821.0,2
sunhl-1th-09-Jan-2017-219 B AP.jpg,261.0,1795.0,489.0,1987.0,2
sunhl-1th-09-Jan-2017-219 B AP.jpg,367.0,1933.0,577.0,2133.0,2
sunhl-1th-09-Jan-2017-219 B AP.jpg,430.0,2118.0,638.0,2293.0,2
sunhl-1th-09-Jan-2017-219 C AP.jpg,427.0,80.0,559.0,147.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,419.0,170.0,549.0,236.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,410.0,269.0,566.0,350.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,421.0,381.0,581.0,488.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,426.0,539.0,559.0,617.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,388.0,636.0,554.0,750.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,372.0,759.0,541.0,873.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,364.0,884.0,528.0,1010.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,332.0,1004.0,512.0,1149.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,311.0,1147.0,485.0,1287.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,282.0,1310.0,459.0,1443.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,291.0,1456.0,473.0,1616.0,1
sunhl-1th-09-Jan-2017-219 C AP.jpg,298.0,1584.0,514.0,1787.0,2
sunhl-1th-09-Jan-2017-219 C AP.jpg,370.0,1744.0,605.0,1943.0,2
sunhl-1th-09-Jan-2017-219 C AP.jpg,481.0,1890.0,700.0,2077.0,2
sunhl-1th-09-Jan-2017-219 C AP.jpg,529.0,2055.0,774.0,2241.0,2
sunhl-1th-09-Jan-2017-219 C AP.jpg,578.0,2255.0,779.0,2341.0,2
sunhl-1th-09-Jan-2017-220 A AP.jpg,444.0,96.0,601.0,194.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,427.0,191.0,588.0,316.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,393.0,292.0,562.0,437.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,356.0,388.0,523.0,536.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,278.0,481.0,455.0,640.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,192.0,581.0,376.0,736.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,130.0,696.0,318.0,837.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,107.0,825.0,280.0,919.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,105.0,965.0,274.0,1080.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,137.0,1080.0,318.0,1225.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,192.0,1179.0,392.0,1369.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,277.0,1288.0,486.0,1487.0,1
sunhl-1th-09-Jan-2017-220 A AP.jpg,370.0,1411.0,600.0,1629.0,2
sunhl-1th-09-Jan-2017-220 A AP.jpg,453.0,1553.0,690.0,1763.0,2
sunhl-1th-09-Jan-2017-220 A AP.jpg,541.0,1736.0,768.0,1934.0,2
sunhl-1th-09-Jan-2017-220 A AP.jpg,574.0,1921.0,803.0,2075.0,2
sunhl-1th-09-Jan-2017-220 A AP.jpg,580.0,2082.0,812.0,2199.0,2
sunhl-1th-10-Jan-2017-221 A AP.jpg,306.0,59.0,462.0,191.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,349.0,130.0,534.0,256.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,435.0,219.0,594.0,329.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,479.0,294.0,632.0,388.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,475.0,401.0,618.0,497.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,435.0,475.0,593.0,606.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,352.0,561.0,528.0,717.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,247.0,635.0,433.0,796.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,153.0,720.0,348.0,889.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,93.0,858.0,285.0,1001.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,87.0,1017.0,284.0,1166.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,125.0,1130.0,335.0,1322.0,1
sunhl-1th-10-Jan-2017-221 A AP.jpg,244.0,1248.0,454.0,1444.0,2
sunhl-1th-10-Jan-2017-221 A AP.jpg,371.0,1355.0,602.0,1552.0,2
sunhl-1th-10-Jan-2017-221 A AP.jpg,473.0,1497.0,716.0,1702.0,2
sunhl-1th-10-Jan-2017-221 A AP.jpg,547.0,1694.0,768.0,1855.0,2
sunhl-1th-10-Jan-2017-221 A AP.jpg,563.0,1880.0,765.0,1975.0,2
sunhl-1th-10-Jan-2017-221 B AP.jpg,206.0,33.0,365.0,163.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,268.0,98.0,402.0,230.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,320.0,155.0,463.0,300.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,370.0,260.0,490.0,354.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,378.0,365.0,516.0,441.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,337.0,441.0,502.0,565.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,270.0,538.0,466.0,671.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,200.0,620.0,388.0,774.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,133.0,724.0,311.0,880.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,88.0,859.0,263.0,985.0,1
sunhl-1th-10-Jan-2017-221 B AP.jpg,79.0,1014.0,241.0,1150.0,1
