image_id,xmin,ymin,xmax,ymax,label
sunhl-1th-10-Jan-2017-224 A AP.jpg,437.0,185.0,594.0,268.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,454.0,266.0,604.0,351.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,463.0,357.0,606.0,434.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,466.0,461.0,598.0,531.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,452.0,560.0,595.0,640.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,437.0,669.0,583.0,795.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,432.0,821.0,592.0,914.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,438.0,922.0,613.0,1048.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,426.0,1043.0,626.0,1174.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,434.0,1177.0,635.0,1303.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,438.0,1333.0,649.0,1443.0,1
sunhl-1th-10-Jan-2017-224 A AP.jpg,427.0,1474.0,664.0,1597.0,2
sunhl-1th-10-Jan-2017-224 A AP.jpg,424.0,1621.0,670.0,1744.0,2
sunhl-1th-10-Jan-2017-224 A AP.jpg,451.0,1771.0,659.0,1883.0,2
sunhl-1th-10-Jan-2017-224 A AP.jpg,452.0,1893.0,653.0,2014.0,2
sunhl-1th-10-Jan-2017-224 A AP.jpg,396.0,2023.0,654.0,2168.0,2
sunhl-1th-10-Jan-2017-227 A AP.jpg,307.0,78.0,474.0,147.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,326.0,147.0,473.0,216.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,334.0,219.0,479.0,293.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,352.0,291.0,495.0,402.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,371.0,400.0,499.0,495.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,365.0,490.0,507.0,596.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,331.0,592.0,514.0,702.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,338.0,712.0,520.0,811.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,342.0,815.0,522.0,917.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,348.0,911.0,526.0,1036.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,365.0,1028.0,542.0,1159.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,396.0,1150.0,590.0,1298.0,1
sunhl-1th-10-Jan-2017-227 A AP.jpg,424.0,1271.0,625.0,1421.0,2
sunhl-1th-10-Jan-2017-227 A AP.jpg,440.0,1421.0,650.0,1555.0,2
sunhl-1th-10-Jan-2017-227 A AP.jpg,439.0,1579.0,647.0,1693.0,2
sunhl-1th-10-Jan-2017-227 A AP.jpg,393.0,1714.0,649.0,1852.0,2
sunhl-1th-10-Jan-2017-227 A AP.jpg,367.0,1903.0,590.0,1998.0,2
sunhl-1th-10-Jan-2017-227 B AP.jpg,364.0,101.0,525.0,172.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,386.0,176.0,529.0,246.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,390.0,254.0,544.0,338.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,427.0,343.0,553.0,452.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,441.0,459.0,556.0,547.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,431.0,553.0,555.0,654.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,420.0,662.0,564.0,765.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,407.0,766.0,571.0,867.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,406.0,873.0,582.0,983.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,414.0,978.0,578.0,1109.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,433.0,1102.0,592.0,1230.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,433.0,1237.0,641.0,1365.0,1
sunhl-1th-10-Jan-2017-227 B AP.jpg,448.0,1378.0,638.0,1484.0,2
sunhl-1th-10-Jan-2017-227 B AP.jpg,432.0,1516.0,623.0,1652.0,2
sunhl-1th-10-Jan-2017-227 B AP.jpg,372.0,1655.0,624.0,1809.0,2
sunhl-1th-10-Jan-2017-227 B AP.jpg,315.0,1787.0,568.0,1962.0,2
sunhl-1th-10-Jan-2017-227 B AP.jpg,276.0,1986.0,497.0,2076.0,2
sunhl-1th-10-Jan-2017-227 C AP.jpg,363.0,189.0,513.0,283.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,374.0,304.0,516.0,376.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,376.0,399.0,540.0,489.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,381.0,503.0,531.0,598.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,360.0,602.0,517.0,706.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,336.0,700.0,495.0,816.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,308.0,809.0,480.0,914.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,307.0,916.0,474.0,1029.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,318.0,1031.0,475.0,1155.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,328.0,1151.0,505.0,1286.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,337.0,1282.0,549.0,1429.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,361.0,1421.0,572.0,1578.0,1
sunhl-1th-10-Jan-2017-227 C AP.jpg,371.0,1584.0,572.0,1721.0,2
sunhl-1th-10-Jan-2017-227 C AP.jpg,357.0,1728.0,578.0,1887.0,2
sunhl-1th-10-Jan-2017-227 C AP.jpg,316.0,1884.0,556.0,2059.0,2
sunhl-1th-10-Jan-2017-227 C AP.jpg,301.0,2066.0,545.0,2183.0,2
sunhl-1th-10-Jan-2017-227 C AP.jpg,348.0,102.0,513.0,183.0,2
sunhl-1th-10-Jan-2017-227 D AP.jpg,401.0,131.0,569.0,221.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,423.0,220.0,582.0,308.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,447.0,312.0,589.0,404.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,475.0,414.0,606.0,525.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,465.0,536.0,615.0,613.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,455.0,625.0,597.0,738.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,431.0,724.0,587.0,846.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,403.0,838.0,572.0,960.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,376.0,954.0,564.0,1069.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,375.0,1074.0,550.0,1190.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,380.0,1193.0,563.0,1330.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,386.0,1331.0,574.0,1473.0,1
sunhl-1th-10-Jan-2017-227 D AP.jpg,386.0,1478.0,591.0,1623.0,2
sunhl-1th-10-Jan-2017-227 D AP.jpg,385.0,1637.0,596.0,1780.0,2
sunhl-1th-10-Jan-2017-227 D AP.jpg,373.0,1810.0,593.0,1947.0,2
sunhl-1th-10-Jan-2017-227 D AP.jpg,347.0,1949.0,576.0,2128.0,2
sunhl-1th-10-Jan-2017-227 D AP.jpg,317.0,2137.0,563.0,2274.0,2
sunhl-1th-10-Jan-2017-227 E AP.jpg,410.0,203.0,569.0,302.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,431.0,301.0,586.0,400.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,463.0,399.0,616.0,512.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,459.0,520.0,612.0,635.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,446.0,636.0,617.0,747.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,437.0,745.0,609.0,868.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,419.0,863.0,594.0,989.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,403.0,987.0,580.0,1110.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,410.0,1108.0,579.0,1230.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,420.0,1244.0,597.0,1381.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,432.0,1382.0,611.0,1521.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,446.0,1526.0,626.0,1685.0,1
sunhl-1th-10-Jan-2017-227 E AP.jpg,430.0,1704.0,644.0,1837.0,2
sunhl-1th-10-Jan-2017-227 E AP.jpg,394.0,1842.0,624.0,1999.0,2
sunhl-1th-10-Jan-2017-227 E AP.jpg,330.0,1980.0,576.0,2190.0,2
sunhl-1th-10-Jan-2017-227 E AP.jpg,323.0,2209.0,553.0,2315.0,2
sunhl-1th-10-Jan-2017-227 E AP.jpg,396.0,120.0,567.0,200.0,2
sunhl-1th-10-Jan-2017-228 A AP.jpg,405.0,100.0,588.0,166.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,409.0,168.0,579.0,234.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,405.0,231.0,576.0,321.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,403.0,315.0,567.0,427.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,417.0,426.0,550.0,526.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,410.0,550.0,592.0,660.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,415.0,662.0,587.0,767.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,423.0,768.0,583.0,888.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,425.0,885.0,597.0,996.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,427.0,999.0,613.0,1130.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,452.0,1113.0,649.0,1259.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,492.0,1261.0,672.0,1399.0,1
sunhl-1th-10-Jan-2017-228 A AP.jpg,523.0,1395.0,703.0,1516.0,2
sunhl-1th-10-Jan-2017-228 A AP.jpg,535.0,1543.0,712.0,1656.0,2
sunhl-1th-10-Jan-2017-228 A AP.jpg,517.0,1679.0,697.0,1876.0,2
sunhl-1th-10-Jan-2017-228 A AP.jpg,415.0,1832.0,652.0,2064.0,2
sunhl-1th-10-Jan-2017-228 A AP.jpg,350.0,2003.0,597.0,2197.0,2
sunhl-1th-10-Jan-2017-228 B AP.jpg,374.0,149.0,549.0,234.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,387.0,249.0,537.0,331.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,396.0,345.0,538.0,428.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,399.0,435.0,553.0,563.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,407.0,570.0,574.0,676.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,414.0,678.0,574.0,789.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,417.0,790.0,588.0,914.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,431.0,908.0,600.0,1044.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,448.0,1026.0,641.0,1184.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,481.0,1161.0,671.0,1315.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,536.0,1319.0,693.0,1435.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,529.0,1431.0,706.0,1566.0,1
sunhl-1th-10-Jan-2017-228 B AP.jpg,504.0,1609.0,685.0,1791.0,2
sunhl-1th-10-Jan-2017-228 B AP.jpg,399.0,1757.0,622.0,1975.0,2
sunhl-1th-10-Jan-2017-228 B AP.jpg,312.0,1942.0,534.0,2125.0,2
sunhl-1th-10-Jan-2017-228 B AP.jpg,291.0,2140.0,479.0,2214.0,2
sunhl-1th-10-Jan-2017-228 B AP.jpg,375.0,84.0,554.0,139.0,2
sunhl-1th-10-Jan-2017-228 C AP.jpg,370.0,142.0,558.0,209.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,376.0,211.0,548.0,295.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,380.0,299.0,535.0,410.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,401.0,404.0,534.0,527.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,393.0,525.0,570.0,658.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,417.0,656.0,587.0,760.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,422.0,756.0,592.0,882.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,426.0,880.0,605.0,1007.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,446.0,996.0,614.0,1121.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,478.0,1113.0,683.0,1280.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,546.0,1251.0,703.0,1405.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,583.0,1390.0,766.0,1524.0,1
sunhl-1th-10-Jan-2017-228 C AP.jpg,600.0,1551.0,771.0,1676.0,2
sunhl-1th-10-Jan-2017-228 C AP.jpg,567.0,1690.0,758.0,1880.0,2
sunhl-1th-10-Jan-2017-228 C AP.jpg,489.0,1861.0,726.0,2079.0,2
sunhl-1th-10-Jan-2017-228 C AP.jpg,405.0,2040.0,627.0,2199.0,2
sunhl-1th-10-Jan-2017-228 C AP.jpg,371.0,2221.0,568.0,2320.0,2
sunhl-1th-10-Jan-2017-228 D AP.jpg,373.0,110.0,554.0,201.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,380.0,198.0,539.0,319.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,383.0,312.0,548.0,456.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,403.0,458.0,551.0,584.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,411.0,574.0,561.0,685.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,410.0,678.0,582.0,798.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,416.0,790.0,593.0,918.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,431.0,897.0,613.0,1043.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,456.0,1027.0,644.0,1181.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,505.0,1166.0,706.0,1320.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,560.0,1310.0,730.0,1445.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,569.0,1465.0,739.0,1592.0,1
sunhl-1th-10-Jan-2017-228 D AP.jpg,556.0,1607.0,738.0,1787.0,2
sunhl-1th-10-Jan-2017-228 D AP.jpg,469.0,1768.0,714.0,1997.0,2
sunhl-1th-10-Jan-2017-228 D AP.jpg,388.0,1954.0,635.0,2154.0,2
sunhl-1th-10-Jan-2017-228 D AP.jpg,347.0,2136.0,573.0,2260.0,2
sunhl-1th-10-Jan-2017-228 D AP.jpg,326.0,2282.0,539.0,2430.0,2
sunhl-1th-10-Jan-2017-230 A AP.jpg,406.0,240.0,583.0,340.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,435.0,339.0,585.0,424.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,423.0,431.0,583.0,545.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,404.0,546.0,593.0,634.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,362.0,659.0,580.0,840.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,303.0,799.0,536.0,952.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,273.0,929.0,498.0,1075.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,272.0,1082.0,487.0,1203.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,287.0,1196.0,522.0,1354.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,330.0,1342.0,542.0,1491.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,363.0,1480.0,556.0,1647.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,367.0,1659.0,570.0,1792.0,1
sunhl-1th-10-Jan-2017-230 A AP.jpg,352.0,1798.0,582.0,1948.0,2
sunhl-1th-10-Jan-2017-230 A AP.jpg,294.0,1956.0,580.0,2123.0,2
sunhl-1th-10-Jan-2017-230 A AP.jpg,256.0,2149.0,563.0,2307.0,2
sunhl-1th-10-Jan-2017-230 A AP.jpg,274.0,2334.0,555.0,2429.0,2
sunhl-1th-10-Jan-2017-230 A AP.jpg,385.0,162.0,575.0,243.0,2
sunhl-1th-10-Jan-2017-230 B AP.jpg,254.0,71.0,357.0,128.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,262.0,120.0,362.0,165.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,271.0,166.0,361.0,226.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,248.0,226.0,365.0,308.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,232.0,305.0,341.0,377.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,211.0,360.0,323.0,437.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,194.0,425.0,304.0,494.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,190.0,490.0,304.0,561.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,199.0,553.0,316.0,637.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,206.0,627.0,328.0,697.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,218.0,712.0,329.0,786.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,231.0,799.0,340.0,873.0,1
sunhl-1th-10-Jan-2017-230 B AP.jpg,222.0,888.0,335.0,962.0,2
sunhl-1th-10-Jan-2017-230 B AP.jpg,194.0,964.0,338.0,1052.0,2
sunhl-1th-10-Jan-2017-230 B AP.jpg,172.0,1060.0,330.0,1144.0,2
sunhl-1th-10-Jan-2017-230 B AP.jpg,167.0,1155.0,315.0,1223.0,2
sunhl-1th-10-Jan-2017-230 B AP.jpg,162.0,1242.0,312.0,1291.0,2
sunhl-1th-10-Jan-2017-231 A AP.jpg,486.0,106.0,661.0,190.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,492.0,186.0,672.0,269.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,505.0,278.0,661.0,384.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,461.0,372.0,637.0,526.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,415.0,478.0,602.0,616.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,377.0,580.0,546.0,725.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,325.0,687.0,497.0,831.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,288.0,808.0,454.0,933.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,287.0,930.0,433.0,1052.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,289.0,1049.0,479.0,1198.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,302.0,1173.0,522.0,1343.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,339.0,1310.0,559.0,1481.0,1
sunhl-1th-10-Jan-2017-231 A AP.jpg,369.0,1477.0,611.0,1623.0,2
sunhl-1th-10-Jan-2017-231 A AP.jpg,406.0,1652.0,608.0,1773.0,2
sunhl-1th-10-Jan-2017-231 A AP.jpg,389.0,1797.0,604.0,1961.0,2
sunhl-1th-10-Jan-2017-231 A AP.jpg,307.0,1937.0,593.0,2148.0,2
sunhl-1th-10-Jan-2017-231 A AP.jpg,280.0,2110.0,549.0,2255.0,2
sunhl-1th-10-Jan-2017-231 B AP.jpg,480.0,99.0,673.0,182.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,494.0,174.0,683.0,269.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,518.0,277.0,687.0,398.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,484.0,380.0,675.0,535.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,439.0,485.0,651.0,643.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,402.0,595.0,604.0,750.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,367.0,710.0,549.0,852.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,339.0,831.0,515.0,957.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,347.0,955.0,517.0,1089.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,349.0,1071.0,557.0,1230.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,381.0,1193.0,591.0,1384.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,430.0,1354.0,654.0,1529.0,1
sunhl-1th-10-Jan-2017-231 B AP.jpg,452.0,1510.0,715.0,1676.0,2
sunhl-1th-10-Jan-2017-231 B AP.jpg,495.0,1695.0,724.0,1851.0,2
sunhl-1th-10-Jan-2017-231 B AP.jpg,481.0,1859.0,726.0,2037.0,2
sunhl-1th-10-Jan-2017-231 B AP.jpg,424.0,2012.0,697.0,2224.0,2
sunhl-1th-10-Jan-2017-231 B AP.jpg,387.0,2251.0,662.0,2373.0,2
sunhl-1th-10-Jan-2017-232 A AP.jpg,443.0,61.0,614.0,131.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,451.0,147.0,609.0,228.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,465.0,227.0,618.0,309.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,484.0,318.0,653.0,408.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,518.0,406.0,661.0,495.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,523.0,490.0,677.0,583.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,535.0,584.0,683.0,673.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,545.0,686.0,693.0,778.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,537.0,791.0,698.0,871.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,511.0,887.0,704.0,980.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,498.0,987.0,677.0,1091.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,464.0,1089.0,641.0,1211.0,1
sunhl-1th-10-Jan-2017-232 A AP.jpg,418.0,1207.0,606.0,1338.0,2
sunhl-1th-10-Jan-2017-232 A AP.jpg,380.0,1327.0,562.0,1469.0,2
sunhl-1th-10-Jan-2017-232 A AP.jpg,301.0,1461.0,520.0,1618.0,2
sunhl-1th-10-Jan-2017-232 A AP.jpg,281.0,1605.0,496.0,1742.0,2
sunhl-1th-10-Jan-2017-232 A AP.jpg,281.0,1751.0,489.0,1819.0,2
sunhl-1th-10-Jan-2017-232 B AP.jpg,243.0,107.0,447.0,201.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,261.0,197.0,462.0,286.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,277.0,272.0,464.0,376.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,311.0,353.0,481.0,463.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,337.0,427.0,501.0,548.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,362.0,524.0,518.0,634.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,387.0,612.0,553.0,725.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,411.0,712.0,579.0,833.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,416.0,817.0,598.0,927.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,432.0,917.0,622.0,1006.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,441.0,1052.0,628.0,1125.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,433.0,1163.0,619.0,1243.0,1
sunhl-1th-10-Jan-2017-232 B AP.jpg,426.0,1269.0,595.0,1383.0,2
sunhl-1th-10-Jan-2017-232 B AP.jpg,405.0,1393.0,560.0,1525.0,2
sunhl-1th-10-Jan-2017-232 B AP.jpg,368.0,1533.0,559.0,1676.0,2
sunhl-1th-10-Jan-2017-232 B AP.jpg,351.0,1685.0,526.0,1765.0,2
sunhl-1th-10-Jan-2017-232 B AP.jpg,351.0,1808.0,523.0,1886.0,2
sunhl-1th-10-Jan-2017-233 A AP.jpg,521.0,135.0,698.0,207.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,518.0,218.0,696.0,313.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,514.0,307.0,663.0,416.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,494.0,418.0,641.0,544.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,445.0,538.0,643.0,675.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,411.0,652.0,608.0,816.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,385.0,800.0,583.0,926.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,386.0,924.0,572.0,1069.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,397.0,1050.0,605.0,1219.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,427.0,1174.0,653.0,1366.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,478.0,1315.0,711.0,1527.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,539.0,1447.0,820.0,1681.0,1
sunhl-1th-10-Jan-2017-233 A AP.jpg,602.0,1642.0,836.0,1810.0,2
sunhl-1th-10-Jan-2017-233 A AP.jpg,624.0,1814.0,861.0,1992.0,2
sunhl-1th-10-Jan-2017-233 A AP.jpg,571.0,1978.0,856.0,2202.0,2
sunhl-1th-10-Jan-2017-233 A AP.jpg,517.0,2157.0,828.0,2372.0,2
sunhl-1th-10-Jan-2017-233 A AP.jpg,447.0,2339.0,765.0,2516.0,2
sunhl-1th-10-Jan-2017-234 A AP.jpg,429.0,52.0,605.0,135.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,428.0,147.0,596.0,230.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,426.0,239.0,595.0,378.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,413.0,383.0,607.0,510.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,398.0,514.0,618.0,626.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,388.0,635.0,611.0,780.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,391.0,782.0,609.0,910.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,392.0,912.0,612.0,1050.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,400.0,1042.0,611.0,1186.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,410.0,1187.0,623.0,1331.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,412.0,1339.0,624.0,1470.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,399.0,1484.0,646.0,1650.0,1
sunhl-1th-10-Jan-2017-234 A AP.jpg,421.0,1672.0,635.0,1805.0,2
sunhl-1th-10-Jan-2017-234 A AP.jpg,397.0,1820.0,639.0,1951.0,2
sunhl-1th-10-Jan-2017-234 A AP.jpg,401.0,1987.0,642.0,2137.0,2
sunhl-1th-10-Jan-2017-234 A AP.jpg,369.0,2150.0,639.0,2281.0,2
